id_copia;fecha_alquiler;fecha_devolucion;dni;nombre;apellido_1;apellido_2;email;telefono;codigo_postal;fecha_nacimiento;numero;piso;letra;calle;extension;titulo;genero;sinopsis;director
74;18/01/2024;;3252617A;Pilar;Marquez;Lozano;pilar.marquez.lozano@gmail.com;621541699;47000;13/07/2000;95;1;B;Eras;1B;Gabriel's Inferno;Romántica;El enigmático y atractivo profesor Gabriel Emerson, reconocido especialista en Dante, es un hombre torturado por su pasado y orgulloso del prestigio que ha conseguido, aunque también es consciente de que es un imán para el pecado y, en especial, para la lujuria.;Tosca Musk
75;23/01/2024;;8440344B;Nicolas;Marquez;Castro;nicolas.marquez.castro@gmail.com;655351776;47009;23/11/2014;95;2;C;Bartolomé Esteban Murillo;2C;Gabriel's Inferno;Romántica;El enigmático y atractivo profesor Gabriel Emerson, reconocido especialista en Dante, es un hombre torturado por su pasado y orgulloso del prestigio que ha conseguido, aunque también es consciente de que es un imán para el pecado y, en especial, para la lujuria.;Tosca Musk
76;14/01/2024;15/01/2024;8597459J;Jaime;Cruz;Calvo;jaime.cruz.calvo@gmail.com;617112942;47003;05/01/2005;87;4;Izq.;Iglesia;4Izq.;Cosas imposibles;Familiar;La vida es tan curiosa e impredecible que, a veces, uno encuentra la felicidad donde menos lo espera. Matilde es una mujer que, tras la muerte de su esposo –un hombre que abusó de ella constantemente–, encuentra a su nuevo gran amigo en Miguel, su vecino joven, inseguro, desorientado y hasta dealer..;Ernesto Contreras
76;02/02/2024;;1124603H;Ivan;Santana;Medina;ivan.santana.medina@gmail.com;694804631;47007;15/02/2005;6;3;D;Francisco Pizarro;3D;Cosas imposibles;Familiar;La vida es tan curiosa e impredecible que, a veces, uno encuentra la felicidad donde menos lo espera. Matilde es una mujer que, tras la muerte de su esposo –un hombre que abusó de ella constantemente–, encuentra a su nuevo gran amigo en Miguel, su vecino joven, inseguro, desorientado y hasta dealer..;Ernesto Contreras
77;02/02/2024;;6098616M;Javier;Dominguez;Lozano;javier.dominguez.lozano@gmail.com;616805343;47008;03/11/2010;42;2;Der.;María Zambrano;2Der.;Cosas imposibles;Familiar;La vida es tan curiosa e impredecible que, a veces, uno encuentra la felicidad donde menos lo espera. Matilde es una mujer que, tras la muerte de su esposo –un hombre que abusó de ella constantemente–, encuentra a su nuevo gran amigo en Miguel, su vecino joven, inseguro, desorientado y hasta dealer..;Ernesto Contreras
78;31/01/2024;;1124603H;Ivan;Santana;Medina;ivan.santana.medina@gmail.com;694804631;47007;15/02/2005;6;3;D;Francisco Pizarro;3D;Cosas imposibles;Familiar;La vida es tan curiosa e impredecible que, a veces, uno encuentra la felicidad donde menos lo espera. Matilde es una mujer que, tras la muerte de su esposo –un hombre que abusó de ella constantemente–, encuentra a su nuevo gran amigo en Miguel, su vecino joven, inseguro, desorientado y hasta dealer..;Ernesto Contreras
79;07/01/2024;;9554616W;Ana maria;Flores;Marin;ana maria.flores.marin@gmail.com;681962651;47008;23/08/1991;99;3;B;Ramón y Cajal;3B;Interstellar;Aventura;Narra las aventuras de un grupo de exploradores que hacen uso de un agujero de gusano recientemente descubierto para superar las limitaciones de los viajes espaciales tripulados y vencer las inmensas distancias que tiene un viaje interestelar.;Christopher Nolan
80;01/02/2024;;1638778M;Angel;Lorenzo;Caballero;angel.lorenzo.caballero@gmail.com;698073069;47008;30/07/2011;82;1;Izq.;Sol;1Izq.;Interstellar;Aventura;Narra las aventuras de un grupo de exploradores que hacen uso de un agujero de gusano recientemente descubierto para superar las limitaciones de los viajes espaciales tripulados y vencer las inmensas distancias que tiene un viaje interestelar.;Christopher Nolan
81;02/01/2024;03/01/2024;6121885K;Joaquin;Gil;Diaz;joaquin.gil.diaz@gmail.com;610203487;47005;29/07/2009;13;4;A;Miguel de Cervantes;4A;Interstellar;Aventura;Narra las aventuras de un grupo de exploradores que hacen uso de un agujero de gusano recientemente descubierto para superar las limitaciones de los viajes espaciales tripulados y vencer las inmensas distancias que tiene un viaje interestelar.;Christopher Nolan
81;21/01/2024;;8958239S;Juana;Peña;Sanz;juana.peña.sanz@gmail.com;618221724;47006;12/07/2001;28;2;Der.;Agustina de Aragón;2Der.;Interstellar;Aventura;Narra las aventuras de un grupo de exploradores que hacen uso de un agujero de gusano recientemente descubierto para superar las limitaciones de los viajes espaciales tripulados y vencer las inmensas distancias que tiene un viaje interestelar.;Christopher Nolan
82;22/01/2024;23/01/2024;6590576H;Jaime;Morales;Soler;jaime.morales.soler@gmail.com;699944454;47001;20/06/2002;38;3;Der.;Sol;3Der.;Érase una vez en América;Drama;"David Aaronson ""Noodles"", un pobre joven judío, conoce en los suburbios de principios del siglo XX de Manhattan, Nueva York, a Maximilian Bercovicz ""Max"", otro joven de origen hebreo dispuesto a llegar lejos por cualquier método. Entablan una gran amistad y forman, con los 3 colegas de ""Noodles"", Patrick Goldberg ""Patsy"", Philip Stein ""Cockeye"", y Dominic una banda que prospera rápidamente. Desgraciadamente, son perseguidos por Bugsy, el tipo para el que Noodles y sus amigos trabajaban anteriormente, y en uno de sus asaltos, mata a Dominic. Rápidamente Noodles se tira encima suyo y le mata, por lo que pasará 12 años en prisión. Cuando Noodles sale de prisión le recibe Max, que sigue con su banda junto a los otros 2 amigos, Patsy y Cockeye. Rápidamente, entre los 4, llegan a convertirse, en tiempos de la prohibición, en unos de los mayores gánsteres de todo el país.";Sergio Leone
82;23/01/2024;;4500055J;Maria dolores;Gimenez;Hidalgo;maria dolores.gimenez.hidalgo@gmail.com;660071718;47007;25/11/2000;47;3;Izq.;María Zambrano;3Izq.;Érase una vez en América;Drama;"David Aaronson ""Noodles"", un pobre joven judío, conoce en los suburbios de principios del siglo XX de Manhattan, Nueva York, a Maximilian Bercovicz ""Max"", otro joven de origen hebreo dispuesto a llegar lejos por cualquier método. Entablan una gran amistad y forman, con los 3 colegas de ""Noodles"", Patrick Goldberg ""Patsy"", Philip Stein ""Cockeye"", y Dominic una banda que prospera rápidamente. Desgraciadamente, son perseguidos por Bugsy, el tipo para el que Noodles y sus amigos trabajaban anteriormente, y en uno de sus asaltos, mata a Dominic. Rápidamente Noodles se tira encima suyo y le mata, por lo que pasará 12 años en prisión. Cuando Noodles sale de prisión le recibe Max, que sigue con su banda junto a los otros 2 amigos, Patsy y Cockeye. Rápidamente, entre los 4, llegan a convertirse, en tiempos de la prohibición, en unos de los mayores gánsteres de todo el país.";Sergio Leone
83;04/01/2024;05/01/2024;6693383S;Rodrigo;Mendez;Cruz;rodrigo.mendez.cruz@gmail.com;674794168;47008;26/01/2015;10;2;A;Reina Sofía;2A;Érase una vez en América;Drama;"David Aaronson ""Noodles"", un pobre joven judío, conoce en los suburbios de principios del siglo XX de Manhattan, Nueva York, a Maximilian Bercovicz ""Max"", otro joven de origen hebreo dispuesto a llegar lejos por cualquier método. Entablan una gran amistad y forman, con los 3 colegas de ""Noodles"", Patrick Goldberg ""Patsy"", Philip Stein ""Cockeye"", y Dominic una banda que prospera rápidamente. Desgraciadamente, son perseguidos por Bugsy, el tipo para el que Noodles y sus amigos trabajaban anteriormente, y en uno de sus asaltos, mata a Dominic. Rápidamente Noodles se tira encima suyo y le mata, por lo que pasará 12 años en prisión. Cuando Noodles sale de prisión le recibe Max, que sigue con su banda junto a los otros 2 amigos, Patsy y Cockeye. Rápidamente, entre los 4, llegan a convertirse, en tiempos de la prohibición, en unos de los mayores gánsteres de todo el país.";Sergio Leone
83;08/01/2024;;6162443F;Rodrigo;Muñoz;Muñoz;rodrigo.muñoz.muñoz@gmail.com;607661550;47001;23/10/2006;51;1;A;Antonio Machado;1A;Érase una vez en América;Drama;"David Aaronson ""Noodles"", un pobre joven judío, conoce en los suburbios de principios del siglo XX de Manhattan, Nueva York, a Maximilian Bercovicz ""Max"", otro joven de origen hebreo dispuesto a llegar lejos por cualquier método. Entablan una gran amistad y forman, con los 3 colegas de ""Noodles"", Patrick Goldberg ""Patsy"", Philip Stein ""Cockeye"", y Dominic una banda que prospera rápidamente. Desgraciadamente, son perseguidos por Bugsy, el tipo para el que Noodles y sus amigos trabajaban anteriormente, y en uno de sus asaltos, mata a Dominic. Rápidamente Noodles se tira encima suyo y le mata, por lo que pasará 12 años en prisión. Cuando Noodles sale de prisión le recibe Max, que sigue con su banda junto a los otros 2 amigos, Patsy y Cockeye. Rápidamente, entre los 4, llegan a convertirse, en tiempos de la prohibición, en unos de los mayores gánsteres de todo el país.";Sergio Leone
84;21/01/2024;22/01/2024;5125350F;Jose;Saez;Garcia;jose.saez.garcia@gmail.com;637666889;47001;05/10/2016;50;4;Der.;Real;4Der.;En la misma clase;Romántica;Sajô y Kusakabe son más o menos igual de altos, tienen la misma edad y van a la misma clase. Por lo demás, no puede decirse que tengan mucho en común. Kusakabe, de carácter inquieto y despreocupado, toca en un grupo de rock con sus amigos y deja pasar los días sin pensar mucho en el futuro. Sajô, en cambio, es un alumno modélico que no termina de encajar en ese instituto de macarras, al que nadie sabe muy bien cómo fue a parar. Un día, Kusakabe se da cuenta de que su compañero no canta en los ensayos del coro para intentar disimular su falta de oído musical, así que se ofrece a darle unas lecciones. Entre refrescos compartidos bajo el sol de verano, nace entre ellos un amor de adolescencia que crecerá con el devenir de las estaciones. De la mano, compartiendo sinsabores y alegrías, ambos se encaminarán hacia el final de sus días de instituto y el comienzo de la vida adulta.;Shouko Nakamura
84;01/02/2024;;2950461K;Maria rosa;Herrera;Nuñez;maria rosa.herrera.nuñez@gmail.com;674343471;47003;24/07/2003;76;3;D;Pablo Picasso;3D;En la misma clase;Romántica;Sajô y Kusakabe son más o menos igual de altos, tienen la misma edad y van a la misma clase. Por lo demás, no puede decirse que tengan mucho en común. Kusakabe, de carácter inquieto y despreocupado, toca en un grupo de rock con sus amigos y deja pasar los días sin pensar mucho en el futuro. Sajô, en cambio, es un alumno modélico que no termina de encajar en ese instituto de macarras, al que nadie sabe muy bien cómo fue a parar. Un día, Kusakabe se da cuenta de que su compañero no canta en los ensayos del coro para intentar disimular su falta de oído musical, así que se ofrece a darle unas lecciones. Entre refrescos compartidos bajo el sol de verano, nace entre ellos un amor de adolescencia que crecerá con el devenir de las estaciones. De la mano, compartiendo sinsabores y alegrías, ambos se encaminarán hacia el final de sus días de instituto y el comienzo de la vida adulta.;Shouko Nakamura
85;18/01/2024;;5653366N;Maria nieves;Lozano;Leon;maria nieves.lozano.leon@gmail.com;680082585;47003;06/01/2002;21;2;Der.;Hernán Cortés;2Der.;En la misma clase;Romántica;Sajô y Kusakabe son más o menos igual de altos, tienen la misma edad y van a la misma clase. Por lo demás, no puede decirse que tengan mucho en común. Kusakabe, de carácter inquieto y despreocupado, toca en un grupo de rock con sus amigos y deja pasar los días sin pensar mucho en el futuro. Sajô, en cambio, es un alumno modélico que no termina de encajar en ese instituto de macarras, al que nadie sabe muy bien cómo fue a parar. Un día, Kusakabe se da cuenta de que su compañero no canta en los ensayos del coro para intentar disimular su falta de oído musical, así que se ofrece a darle unas lecciones. Entre refrescos compartidos bajo el sol de verano, nace entre ellos un amor de adolescencia que crecerá con el devenir de las estaciones. De la mano, compartiendo sinsabores y alegrías, ambos se encaminarán hacia el final de sus días de instituto y el comienzo de la vida adulta.;Shouko Nakamura
86;18/01/2024;19/01/2024;6693383S;Rodrigo;Mendez;Cruz;rodrigo.mendez.cruz@gmail.com;674794168;47008;26/01/2015;10;2;A;Reina Sofía;2A;Alguien voló sobre el nido del cuco;Drama;Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.;Miloš Forman
86;31/01/2024;01/02/2024;6298662C;Angela;Lopez;Rubio;angela.lopez.rubio@gmail.com;628535856;47001;26/06/1992;37;3;Der.;Real;3Der.;Alguien voló sobre el nido del cuco;Drama;Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.;Miloš Forman
86;01/02/2024;;9681358Z;Maria dolores;Flores;Iglesias;maria dolores.flores.iglesias@gmail.com;611914952;47003;20/08/2016;99;1;C;Dolores Ibárruri;1C;Alguien voló sobre el nido del cuco;Drama;Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.;Miloš Forman
87;13/01/2024;14/01/2024;7070649N;Albert;Cruz;Gomez;albert.cruz.gomez@gmail.com;632333185;47006;23/02/2015;3;3;C;Constitución;3C;Alguien voló sobre el nido del cuco;Drama;Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.;Miloš Forman
87;16/01/2024;;9707193C;Aitor;Herrera;Roman;aitor.herrera.roman@gmail.com;646020411;47000;23/04/1992;77;3;Izq.;Rosalía de Castro;3Izq.;Alguien voló sobre el nido del cuco;Drama;Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.;Miloš Forman
88;27/01/2024;28/01/2024;8597459J;Jaime;Cruz;Calvo;jaime.cruz.calvo@gmail.com;617112942;47003;05/01/2005;87;4;Izq.;Iglesia;4Izq.;Alguien voló sobre el nido del cuco;Drama;Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.;Miloš Forman
88;02/02/2024;;5125350F;Jose;Saez;Garcia;jose.saez.garcia@gmail.com;637666889;47001;05/10/2016;50;4;Der.;Real;4Der.;Alguien voló sobre el nido del cuco;Drama;Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.;Miloš Forman
89;27/01/2024;;8843886H;Jaime;Rojas;Gimenez;jaime.rojas.gimenez@gmail.com;600852997;47009;28/08/2011;38;4;C;Constitución;4C;Alguien voló sobre el nido del cuco;Drama;Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.;Miloš Forman
90;04/01/2024;;5653366N;Maria nieves;Lozano;Leon;maria nieves.lozano.leon@gmail.com;680082585;47003;06/01/2002;21;2;Der.;Hernán Cortés;2Der.;Gabriel's Inferno: Part II;Romántica;Basado en la novela más vendida de Sylvain Reynard, el profesor Gabriel Emerson se ha embarcado en un apasionado pero clandestino romance con su antigua alumna, Julia Mitchell.;Tosca Musk
91;02/02/2024;;6152776T;Margarita;Nuñez;Fuentes;margarita.nuñez.fuentes@gmail.com;614215413;47007;02/03/1998;62;2;Izq.;Bartolomé Esteban Murillo;2Izq.;Gabriel's Inferno: Part II;Romántica;Basado en la novela más vendida de Sylvain Reynard, el profesor Gabriel Emerson se ha embarcado en un apasionado pero clandestino romance con su antigua alumna, Julia Mitchell.;Tosca Musk
92;17/01/2024;;7281621M;Jorge;Mendez;Alvarez;jorge.mendez.alvarez@gmail.com;615944300;47006;26/05/2002;56;3;Izq.;Sol;3Izq.;Gabriel's Inferno: Part II;Romántica;Basado en la novela más vendida de Sylvain Reynard, el profesor Gabriel Emerson se ha embarcado en un apasionado pero clandestino romance con su antigua alumna, Julia Mitchell.;Tosca Musk
93;15/01/2024;16/01/2024;1638778M;Angel;Lorenzo;Caballero;angel.lorenzo.caballero@gmail.com;698073069;47008;30/07/2011;82;1;Izq.;Sol;1Izq.;Gabriel's Inferno: Part II;Romántica;Basado en la novela más vendida de Sylvain Reynard, el profesor Gabriel Emerson se ha embarcado en un apasionado pero clandestino romance con su antigua alumna, Julia Mitchell.;Tosca Musk
93;16/01/2024;;6162443F;Rodrigo;Muñoz;Muñoz;rodrigo.muñoz.muñoz@gmail.com;607661550;47001;23/10/2006;51;1;A;Antonio Machado;1A;Gabriel's Inferno: Part II;Romántica;Basado en la novela más vendida de Sylvain Reynard, el profesor Gabriel Emerson se ha embarcado en un apasionado pero clandestino romance con su antigua alumna, Julia Mitchell.;Tosca Musk
94;18/01/2024;;4426152D;Adrian;Gil;Fernandez;adrian.gil.fernandez@gmail.com;675655492;47002;21/03/1995;64;4;A;Francisco de Goya;4A;La leyenda de Hei;Animación;Durante generaciones, los humanos han creído que los demonios eran leyendas, sin saber que realmente coexisten con nosotros. Hei es un gato demonio que ha vivido siempre feliz en los bosques de las montañas, hasta que la expansión de la ciudad acaba destruyendo su propio hogar. En ese momento, Hei comienza a vagar por el mundo buscando un nuevo lugar en el que cobijarse.  Una película precuela de la serie web Luo Xiao Hei Zhan Ji. Los espectadores descubrirán cómo Xiao Hei obtuvo el apellido Luo. También se espera que el episodio 28 de la serie sea lanzado justo antes de que la película se transmita en los cines después de un paréntesis de 2 años.;MTJJ
95;09/01/2024;10/01/2024;6298662C;Angela;Lopez;Rubio;angela.lopez.rubio@gmail.com;628535856;47001;26/06/1992;37;3;Der.;Real;3Der.;La leyenda de Hei;Animación;Durante generaciones, los humanos han creído que los demonios eran leyendas, sin saber que realmente coexisten con nosotros. Hei es un gato demonio que ha vivido siempre feliz en los bosques de las montañas, hasta que la expansión de la ciudad acaba destruyendo su propio hogar. En ese momento, Hei comienza a vagar por el mundo buscando un nuevo lugar en el que cobijarse.  Una película precuela de la serie web Luo Xiao Hei Zhan Ji. Los espectadores descubrirán cómo Xiao Hei obtuvo el apellido Luo. También se espera que el episodio 28 de la serie sea lanzado justo antes de que la película se transmita en los cines después de un paréntesis de 2 años.;MTJJ
95;23/01/2024;24/01/2024;5396546X;Josefa;Rivera;Saez;josefa.rivera.saez@gmail.com;656840966;47004;01/08/2016;38;2;Der.;Dolores Ibárruri;2Der.;La leyenda de Hei;Animación;Durante generaciones, los humanos han creído que los demonios eran leyendas, sin saber que realmente coexisten con nosotros. Hei es un gato demonio que ha vivido siempre feliz en los bosques de las montañas, hasta que la expansión de la ciudad acaba destruyendo su propio hogar. En ese momento, Hei comienza a vagar por el mundo buscando un nuevo lugar en el que cobijarse.  Una película precuela de la serie web Luo Xiao Hei Zhan Ji. Los espectadores descubrirán cómo Xiao Hei obtuvo el apellido Luo. También se espera que el episodio 28 de la serie sea lanzado justo antes de que la película se transmita en los cines después de un paréntesis de 2 años.;MTJJ
95;24/01/2024;;7719170W;Aitor;Ibañez;Morales;aitor.ibañez.morales@gmail.com;683249365;47009;04/02/2002;49;1;Der.;María Zambrano;1Der.;La leyenda de Hei;Animación;Durante generaciones, los humanos han creído que los demonios eran leyendas, sin saber que realmente coexisten con nosotros. Hei es un gato demonio que ha vivido siempre feliz en los bosques de las montañas, hasta que la expansión de la ciudad acaba destruyendo su propio hogar. En ese momento, Hei comienza a vagar por el mundo buscando un nuevo lugar en el que cobijarse.  Una película precuela de la serie web Luo Xiao Hei Zhan Ji. Los espectadores descubrirán cómo Xiao Hei obtuvo el apellido Luo. También se espera que el episodio 28 de la serie sea lanzado justo antes de que la película se transmita en los cines después de un paréntesis de 2 años.;MTJJ
96;28/01/2024;29/01/2024;6162443F;Rodrigo;Muñoz;Muñoz;rodrigo.muñoz.muñoz@gmail.com;607661550;47001;23/10/2006;51;1;A;Antonio Machado;1A;La leyenda de Hei;Animación;Durante generaciones, los humanos han creído que los demonios eran leyendas, sin saber que realmente coexisten con nosotros. Hei es un gato demonio que ha vivido siempre feliz en los bosques de las montañas, hasta que la expansión de la ciudad acaba destruyendo su propio hogar. En ese momento, Hei comienza a vagar por el mundo buscando un nuevo lugar en el que cobijarse.  Una película precuela de la serie web Luo Xiao Hei Zhan Ji. Los espectadores descubrirán cómo Xiao Hei obtuvo el apellido Luo. También se espera que el episodio 28 de la serie sea lanzado justo antes de que la película se transmita en los cines después de un paréntesis de 2 años.;MTJJ
96;31/01/2024;;6098616M;Javier;Dominguez;Lozano;javier.dominguez.lozano@gmail.com;616805343;47008;03/11/2010;42;2;Der.;María Zambrano;2Der.;La leyenda de Hei;Animación;Durante generaciones, los humanos han creído que los demonios eran leyendas, sin saber que realmente coexisten con nosotros. Hei es un gato demonio que ha vivido siempre feliz en los bosques de las montañas, hasta que la expansión de la ciudad acaba destruyendo su propio hogar. En ese momento, Hei comienza a vagar por el mundo buscando un nuevo lugar en el que cobijarse.  Una película precuela de la serie web Luo Xiao Hei Zhan Ji. Los espectadores descubrirán cómo Xiao Hei obtuvo el apellido Luo. También se espera que el episodio 28 de la serie sea lanzado justo antes de que la película se transmita en los cines después de un paréntesis de 2 años.;MTJJ
97;30/01/2024;;7070649N;Albert;Cruz;Gomez;albert.cruz.gomez@gmail.com;632333185;47006;23/02/2015;3;3;C;Constitución;3C;El señor de los anillos: La comunidad del anillo;Aventura;En la Tierra Media, el Señor Oscuro Saurón creó los Grandes Anillos de Poder, forjados por los herreros Elfos. Tres para los reyes Elfos, siete para los Señores Enanos, y nueve para los Hombres Mortales. Secretamente, Saurón también forjó un anillo maestro, el Anillo Único, que contiene en sí el poder para esclavizar a toda la Tierra Media. Con la ayuda de un grupo de amigos y de valientes aliados, Frodo emprende un peligroso viaje con la misión de destruir el Anillo Único. Pero el Señor Oscuro Sauron, quien creara el Anillo, envía a sus servidores para perseguir al grupo. Si Sauron lograra recuperar el Anillo, sería el final de la Tierra Media.;Peter Jackson
98;10/01/2024;;5653366N;Maria nieves;Lozano;Leon;maria nieves.lozano.leon@gmail.com;680082585;47003;06/01/2002;21;2;Der.;Hernán Cortés;2Der.;El señor de los anillos: La comunidad del anillo;Aventura;En la Tierra Media, el Señor Oscuro Saurón creó los Grandes Anillos de Poder, forjados por los herreros Elfos. Tres para los reyes Elfos, siete para los Señores Enanos, y nueve para los Hombres Mortales. Secretamente, Saurón también forjó un anillo maestro, el Anillo Único, que contiene en sí el poder para esclavizar a toda la Tierra Media. Con la ayuda de un grupo de amigos y de valientes aliados, Frodo emprende un peligroso viaje con la misión de destruir el Anillo Único. Pero el Señor Oscuro Sauron, quien creara el Anillo, envía a sus servidores para perseguir al grupo. Si Sauron lograra recuperar el Anillo, sería el final de la Tierra Media.;Peter Jackson
99;11/01/2024;;3252617A;Pilar;Marquez;Lozano;pilar.marquez.lozano@gmail.com;621541699;47000;13/07/2000;95;1;B;Eras;1B;El señor de los anillos: La comunidad del anillo;Aventura;En la Tierra Media, el Señor Oscuro Saurón creó los Grandes Anillos de Poder, forjados por los herreros Elfos. Tres para los reyes Elfos, siete para los Señores Enanos, y nueve para los Hombres Mortales. Secretamente, Saurón también forjó un anillo maestro, el Anillo Único, que contiene en sí el poder para esclavizar a toda la Tierra Media. Con la ayuda de un grupo de amigos y de valientes aliados, Frodo emprende un peligroso viaje con la misión de destruir el Anillo Único. Pero el Señor Oscuro Sauron, quien creara el Anillo, envía a sus servidores para perseguir al grupo. Si Sauron lograra recuperar el Anillo, sería el final de la Tierra Media.;Peter Jackson
100;24/01/2024;25/01/2024;6152776T;Margarita;Nuñez;Fuentes;margarita.nuñez.fuentes@gmail.com;614215413;47007;02/03/1998;62;2;Izq.;Bartolomé Esteban Murillo;2Izq.;El señor de los anillos: La comunidad del anillo;Aventura;En la Tierra Media, el Señor Oscuro Saurón creó los Grandes Anillos de Poder, forjados por los herreros Elfos. Tres para los reyes Elfos, siete para los Señores Enanos, y nueve para los Hombres Mortales. Secretamente, Saurón también forjó un anillo maestro, el Anillo Único, que contiene en sí el poder para esclavizar a toda la Tierra Media. Con la ayuda de un grupo de amigos y de valientes aliados, Frodo emprende un peligroso viaje con la misión de destruir el Anillo Único. Pero el Señor Oscuro Sauron, quien creara el Anillo, envía a sus servidores para perseguir al grupo. Si Sauron lograra recuperar el Anillo, sería el final de la Tierra Media.;Peter Jackson
100;27/01/2024;28/01/2024;8344064D;Lidia;Calvo;Iglesias;lidia.calvo.iglesias@gmail.com;641396802;47002;09/03/1998;99;1;Der.;Clara Campoamor;1Der.;El señor de los anillos: La comunidad del anillo;Aventura;En la Tierra Media, el Señor Oscuro Saurón creó los Grandes Anillos de Poder, forjados por los herreros Elfos. Tres para los reyes Elfos, siete para los Señores Enanos, y nueve para los Hombres Mortales. Secretamente, Saurón también forjó un anillo maestro, el Anillo Único, que contiene en sí el poder para esclavizar a toda la Tierra Media. Con la ayuda de un grupo de amigos y de valientes aliados, Frodo emprende un peligroso viaje con la misión de destruir el Anillo Único. Pero el Señor Oscuro Sauron, quien creara el Anillo, envía a sus servidores para perseguir al grupo. Si Sauron lograra recuperar el Anillo, sería el final de la Tierra Media.;Peter Jackson
101;20/01/2024;;6121885K;Joaquin;Gil;Diaz;joaquin.gil.diaz@gmail.com;610203487;47005;29/07/2009;13;4;A;Miguel de Cervantes;4A;El infierno de Gabriel Parte 3;Romántica;;Tosca Musk
102;29/01/2024;;7719170W;Aitor;Ibañez;Morales;aitor.ibañez.morales@gmail.com;683249365;47009;04/02/2002;49;1;Der.;María Zambrano;1Der.;El infierno de Gabriel Parte 3;Romántica;;Tosca Musk
103;27/01/2024;;9554616W;Ana maria;Flores;Marin;ana maria.flores.marin@gmail.com;681962651;47008;23/08/1991;99;3;B;Ramón y Cajal;3B;El castillo ambulante;Fantasía;Sophie es una joven de 18 años que trabaja sin descanso en la tienda de sombreros de la familia. En uno de sus frecuentes paseos conoce al enigmático mago Howl, lo que despierta la ira de la Bruja del Páramo, que odia a Howl con todas sus fuerzas. Cuando Sophie vuelve a la tienda, la Bruja se hace pasar por una clienta para acercarse a ella y lanzarle un hechizo… ¡que convierte a Sophie en una anciana de 90 años! Sophie, que no puede revelar su auténtica identidad, recurre a Howl para buscar una solución a su problema. Para ello se embarca en un viaje fantástico en el castillo ambulante del mago, habitado por personajes de lo más curioso. Sophie necesita ayuda pero quizás sea Howl el que realmente está en apuros.;Hayao Miyazaki
